,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
11146,27,admin.,married,secondary,no,-97,yes,no,unknown,18,jun,1528,2,-1,0,unknown,1
22377,44,technician,married,secondary,no,267,no,no,cellular,22,aug,520,2,-1,0,unknown,1
12957,51,blue-collar,married,primary,no,720,no,no,cellular,7,jul,160,5,-1,0,unknown,0
35232,38,technician,single,tertiary,no,178,yes,no,cellular,7,may,184,1,351,1,failure,0
312,55,services,divorced,primary,no,96,yes,yes,unknown,5,may,311,2,-1,0,unknown,0
10424,38,management,divorced,tertiary,no,10638,no,no,unknown,12,jun,159,2,-1,0,unknown,0
37340,30,blue-collar,married,primary,no,236,yes,no,cellular,13,may,44,1,364,1,failure,0
7876,31,housemaid,married,secondary,no,1,yes,no,unknown,30,may,101,16,-1,0,unknown,0
27836,31,management,married,tertiary,no,804,no,no,cellular,28,jan,146,1,-1,0,unknown,0
26369,48,services,divorced,secondary,no,4906,yes,no,cellular,20,nov,200,1,190,1,failure,0
38821,24,technician,single,secondary,yes,-1329,yes,no,cellular,18,may,50,1,356,2,other,0
43891,31,management,married,tertiary,no,877,no,no,cellular,9,jun,192,1,93,7,other,1
15610,39,technician,married,secondary,no,1048,no,yes,cellular,21,jul,405,1,-1,0,unknown,0
5278,31,services,single,secondary,no,-32,yes,no,unknown,23,may,157,1,-1,0,unknown,0
27660,37,blue-collar,single,secondary,no,3111,yes,no,cellular,21,nov,9,3,185,2,failure,0
6062,30,blue-collar,single,secondary,no,3532,yes,no,unknown,26,may,279,5,-1,0,unknown,0
5694,46,blue-collar,married,secondary,no,1728,yes,no,unknown,26,may,50,2,-1,0,unknown,0
8910,26,blue-collar,single,primary,no,3342,yes,no,unknown,4,jun,329,4,-1,0,unknown,0
13053,55,retired,married,primary,no,150,no,no,cellular,8,jul,124,1,-1,0,unknown,0
39362,28,blue-collar,married,secondary,no,1113,yes,no,cellular,22,may,135,1,108,2,other,0
10993,32,services,single,secondary,no,1364,yes,yes,unknown,17,jun,85,5,-1,0,unknown,0
15612,31,blue-collar,single,secondary,no,-64,no,no,cellular,21,jul,37,1,-1,0,unknown,0
2117,56,blue-collar,divorced,secondary,no,75,yes,no,unknown,12,may,136,2,-1,0,unknown,0
30504,38,housemaid,married,secondary,no,333,yes,no,cellular,5,feb,606,2,202,1,other,0
4968,34,admin.,married,secondary,no,1191,yes,no,unknown,21,may,383,2,-1,0,unknown,0
831,42,blue-collar,single,primary,no,19,yes,no,unknown,7,may,158,1,-1,0,unknown,0
36080,36,blue-collar,divorced,primary,no,666,yes,no,cellular,11,may,285,1,-1,0,unknown,0
8574,44,technician,married,secondary,no,8938,yes,no,unknown,3,jun,94,18,-1,0,unknown,0
7986,48,admin.,divorced,secondary,no,771,yes,no,unknown,2,jun,133,1,-1,0,unknown,0
17503,47,management,single,tertiary,no,216,yes,no,cellular,29,jul,193,10,-1,0,unknown,0
23431,45,blue-collar,married,secondary,no,534,no,no,cellular,27,aug,104,6,-1,0,unknown,0
1456,35,blue-collar,married,secondary,no,25,yes,no,unknown,8,may,23,5,-1,0,unknown,0
23514,52,management,married,tertiary,no,-542,no,no,cellular,28,aug,80,2,-1,0,unknown,0
16079,52,entrepreneur,divorced,secondary,no,105,no,yes,telephone,22,jul,275,4,-1,0,unknown,0
42444,31,technician,married,secondary,no,684,yes,no,cellular,7,dec,620,3,-1,0,unknown,1
15983,31,management,married,tertiary,no,216,no,no,cellular,22,jul,47,1,-1,0,unknown,0
15978,60,retired,divorced,primary,no,-137,yes,no,cellular,22,jul,152,1,-1,0,unknown,0
28517,29,technician,single,tertiary,no,370,yes,no,cellular,29,jan,119,2,251,5,failure,0
12136,53,management,single,tertiary,no,0,no,no,unknown,20,jun,94,7,-1,0,unknown,0
33491,45,management,married,tertiary,no,21024,yes,no,cellular,20,apr,73,4,-1,0,unknown,0
32697,36,blue-collar,married,secondary,no,1272,yes,no,cellular,17,apr,245,1,-1,0,unknown,0
7001,47,technician,married,secondary,no,-938,yes,no,unknown,28,may,176,2,-1,0,unknown,0
5219,32,services,single,secondary,no,-408,yes,no,unknown,23,may,253,2,-1,0,unknown,0
16985,47,management,married,primary,no,2793,yes,no,telephone,25,jul,102,4,-1,0,unknown,0
31023,31,management,divorced,tertiary,no,373,no,no,cellular,10,feb,132,6,-1,0,unknown,1
26948,30,admin.,married,secondary,no,5220,yes,no,cellular,21,nov,108,1,-1,0,unknown,0
14320,32,management,married,tertiary,no,210,no,no,cellular,14,jul,121,3,-1,0,unknown,0
16768,41,blue-collar,married,secondary,no,2717,yes,yes,cellular,24,jul,559,2,-1,0,unknown,0
26065,32,blue-collar,married,secondary,no,0,yes,no,cellular,19,nov,188,2,-1,0,unknown,0
42408,72,retired,married,unknown,no,1940,no,no,telephone,4,dec,705,2,-1,0,unknown,1
41022,57,retired,single,tertiary,no,842,no,no,cellular,13,aug,284,3,-1,0,unknown,1
29876,52,blue-collar,married,secondary,no,2338,yes,no,cellular,4,feb,232,1,-1,0,unknown,0
42748,61,admin.,married,unknown,no,4629,yes,no,cellular,27,jan,181,1,92,1,success,1
24688,54,admin.,married,secondary,no,2935,yes,yes,cellular,17,nov,137,2,-1,0,unknown,0
5732,40,blue-collar,married,secondary,no,193,yes,yes,unknown,26,may,258,1,-1,0,unknown,0
3988,36,blue-collar,married,secondary,no,513,yes,no,unknown,16,may,427,3,-1,0,unknown,0
2828,40,unemployed,married,secondary,no,3382,yes,no,unknown,14,may,125,1,-1,0,unknown,0
5226,54,blue-collar,divorced,secondary,no,462,yes,no,unknown,23,may,260,3,-1,0,unknown,0
196,38,services,married,secondary,no,155,yes,no,unknown,5,may,248,1,-1,0,unknown,0
25942,52,services,divorced,secondary,no,3204,no,no,cellular,19,nov,77,1,-1,0,unknown,0
32025,40,self-employed,married,tertiary,no,13669,no,no,cellular,14,apr,255,7,-1,0,unknown,0
27333,40,blue-collar,married,primary,no,-616,yes,no,cellular,21,nov,182,1,157,2,failure,0
2725,27,unemployed,single,tertiary,no,37,yes,no,unknown,13,may,163,3,-1,0,unknown,0
15946,27,management,married,tertiary,no,1,yes,no,cellular,22,jul,152,1,-1,0,unknown,0
18109,31,entrepreneur,married,secondary,no,1302,yes,no,cellular,30,jul,89,3,-1,0,unknown,0
29408,33,management,single,tertiary,no,153,yes,no,cellular,2,feb,405,1,-1,0,unknown,0
38085,42,blue-collar,married,primary,no,191,yes,no,telephone,14,may,382,3,371,1,failure,0
23780,32,technician,single,secondary,no,792,no,no,cellular,29,aug,193,2,-1,0,unknown,0
14653,33,student,single,tertiary,no,71,no,no,cellular,15,jul,94,4,-1,0,unknown,0
33652,29,blue-collar,married,secondary,no,457,yes,no,cellular,20,apr,72,3,341,1,other,0
44486,57,admin.,married,unknown,no,2038,no,no,cellular,9,aug,628,1,182,2,failure,1
2264,47,self-employed,divorced,secondary,no,218,yes,no,unknown,12,may,58,7,-1,0,unknown,0
27558,37,technician,married,secondary,no,807,yes,no,cellular,21,nov,634,4,-1,0,unknown,0
35806,41,services,divorced,secondary,no,-170,yes,no,cellular,8,may,125,1,-1,0,unknown,0
21748,31,management,married,tertiary,no,50,no,no,cellular,19,aug,37,5,-1,0,unknown,0
9931,41,unemployed,married,tertiary,no,1666,no,no,unknown,9,jun,291,3,-1,0,unknown,0
3530,56,services,married,secondary,no,2658,yes,no,unknown,15,may,302,1,-1,0,unknown,0
31756,45,housemaid,married,primary,no,317,yes,no,cellular,8,apr,325,2,-1,0,unknown,0
41889,30,admin.,single,tertiary,no,261,no,no,cellular,19,oct,233,1,137,20,failure,0
30524,40,entrepreneur,divorced,tertiary,no,0,no,yes,cellular,5,feb,985,6,-1,0,unknown,0
31689,36,admin.,married,secondary,no,1588,yes,no,cellular,7,apr,103,1,-1,0,unknown,0
10636,35,admin.,married,secondary,no,5270,no,no,unknown,16,jun,110,8,-1,0,unknown,0
43659,47,management,married,secondary,no,834,no,no,unknown,10,may,165,1,-1,0,unknown,0
22201,31,technician,single,tertiary,no,26,no,no,cellular,21,aug,419,4,-1,0,unknown,0
14712,35,admin.,married,secondary,no,348,yes,yes,cellular,15,jul,323,3,-1,0,unknown,0
26178,30,student,single,unknown,no,809,no,no,cellular,20,nov,26,5,171,2,failure,0
827,35,blue-collar,married,secondary,no,527,yes,yes,unknown,7,may,143,1,-1,0,unknown,0
2448,52,services,married,secondary,no,3241,yes,no,unknown,13,may,105,1,-1,0,unknown,0
44889,29,unemployed,single,secondary,no,670,yes,no,unknown,26,sep,6,1,-1,0,unknown,0
42212,35,admin.,single,tertiary,no,5007,yes,no,cellular,11,nov,133,1,90,3,failure,0
23153,38,technician,married,tertiary,no,-363,no,no,cellular,26,aug,101,2,-1,0,unknown,0
19223,43,self-employed,married,secondary,no,5704,yes,no,cellular,6,aug,139,2,-1,0,unknown,0
42279,61,retired,married,primary,no,2863,no,no,cellular,13,nov,264,1,-1,0,unknown,0
22295,30,technician,single,tertiary,no,69,no,no,cellular,21,aug,300,1,-1,0,unknown,0
16268,34,services,married,secondary,no,-451,yes,yes,cellular,23,jul,498,1,-1,0,unknown,0
15602,51,admin.,married,secondary,no,0,no,no,cellular,21,jul,130,1,-1,0,unknown,0
13260,38,technician,married,secondary,no,0,no,no,cellular,8,jul,635,1,-1,0,unknown,1
35571,32,admin.,married,unknown,no,516,yes,no,cellular,7,may,20,8,-1,0,unknown,0
18134,54,unemployed,divorced,secondary,no,3721,yes,no,cellular,30,jul,163,1,-1,0,unknown,0
13066,33,entrepreneur,married,secondary,no,-627,yes,yes,cellular,8,jul,740,1,-1,0,unknown,1
26817,35,entrepreneur,married,primary,no,-394,yes,no,cellular,20,nov,217,3,-1,0,unknown,0
28438,53,housemaid,married,primary,yes,945,no,no,cellular,29,jan,82,2,-1,0,unknown,0
20376,50,self-employed,married,secondary,no,111,no,no,cellular,11,aug,277,3,-1,0,unknown,0
7706,45,admin.,married,secondary,no,820,yes,no,unknown,30,may,145,2,-1,0,unknown,0
23220,44,management,married,tertiary,no,-84,yes,no,cellular,27,aug,159,6,-1,0,unknown,0
4776,38,blue-collar,married,secondary,no,1663,yes,no,unknown,21,may,93,1,-1,0,unknown,0
39084,30,technician,single,secondary,no,963,yes,no,cellular,18,may,66,1,-1,0,unknown,0
28653,29,unemployed,single,primary,no,115,no,no,cellular,29,jan,61,2,-1,0,unknown,0
37610,52,management,married,secondary,no,2216,yes,yes,cellular,14,may,161,1,332,8,failure,0
13538,35,blue-collar,married,secondary,no,0,yes,no,cellular,9,jul,277,1,-1,0,unknown,0
19842,52,housemaid,married,primary,no,135,no,no,cellular,8,aug,172,9,-1,0,unknown,0
22636,52,self-employed,married,tertiary,no,583,yes,no,cellular,22,aug,132,1,-1,0,unknown,0
34213,49,management,married,tertiary,no,1,no,no,telephone,4,may,1076,3,175,1,success,1
31994,50,admin.,divorced,secondary,no,-194,yes,no,cellular,13,apr,238,2,-1,0,unknown,0
43783,28,student,single,secondary,no,1925,no,no,cellular,25,may,252,1,88,4,failure,1
31621,63,retired,married,secondary,no,2030,no,no,cellular,6,apr,61,6,-1,0,unknown,0
23773,58,retired,married,tertiary,no,1326,no,no,cellular,28,aug,201,1,-1,0,unknown,0
9291,35,blue-collar,married,primary,no,3279,no,no,unknown,5,jun,240,2,-1,0,unknown,0
37507,29,services,married,secondary,no,182,yes,no,telephone,13,may,38,3,-1,0,unknown,0
25786,36,management,single,secondary,no,0,no,no,cellular,19,nov,537,3,-1,0,unknown,0
43549,30,technician,single,tertiary,no,655,no,no,cellular,26,apr,212,1,202,2,success,1
34223,25,services,single,secondary,no,642,yes,yes,cellular,4,may,364,2,-1,0,unknown,0
33287,24,blue-collar,married,secondary,no,0,yes,no,cellular,20,apr,83,3,306,4,failure,0
3245,41,blue-collar,married,primary,no,1172,yes,no,unknown,15,may,153,1,-1,0,unknown,0
39628,55,technician,divorced,secondary,no,217,yes,yes,cellular,26,may,176,1,-1,0,unknown,0
8114,31,technician,married,tertiary,no,15,no,no,unknown,2,jun,389,1,-1,0,unknown,0
20480,50,blue-collar,married,secondary,no,418,no,yes,cellular,12,aug,867,2,-1,0,unknown,0
959,39,blue-collar,married,primary,no,106,yes,no,unknown,7,may,56,1,-1,0,unknown,0
618,40,blue-collar,married,primary,no,2880,yes,no,unknown,6,may,145,2,-1,0,unknown,0
24766,34,management,single,tertiary,no,26575,no,no,cellular,18,nov,93,1,-1,0,unknown,0
4308,49,entrepreneur,married,tertiary,no,320,yes,yes,unknown,19,may,243,6,-1,0,unknown,0
25132,32,services,single,secondary,no,2251,yes,yes,cellular,18,nov,131,1,124,1,failure,0
44205,64,retired,married,secondary,no,588,no,no,cellular,16,jul,574,1,179,3,success,1
37539,51,entrepreneur,married,secondary,no,934,yes,yes,cellular,14,may,164,3,-1,0,unknown,0
24841,35,technician,married,tertiary,no,6,yes,no,cellular,18,nov,47,1,-1,0,unknown,0
31146,28,management,single,tertiary,no,1287,yes,no,cellular,26,feb,65,1,-1,0,unknown,1
23937,35,management,married,tertiary,no,511,no,no,cellular,29,aug,91,4,-1,0,unknown,0
38174,57,management,married,tertiary,no,334,yes,no,cellular,15,may,169,2,365,2,failure,0
19221,46,admin.,married,secondary,no,660,no,no,cellular,6,aug,740,2,-1,0,unknown,1
34401,56,admin.,married,primary,no,2086,yes,no,cellular,5,may,159,8,-1,0,unknown,0
24669,43,management,married,tertiary,no,68,yes,no,cellular,17,nov,31,2,-1,0,unknown,0
29435,53,technician,married,secondary,no,5797,yes,no,cellular,3,feb,267,4,-1,0,unknown,0
33054,34,services,married,secondary,no,241,yes,no,cellular,17,apr,1364,2,147,1,other,0
17193,31,management,married,tertiary,no,0,yes,yes,cellular,28,jul,664,8,-1,0,unknown,1
18918,39,management,married,secondary,no,643,yes,no,cellular,4,aug,295,1,-1,0,unknown,0
19227,49,management,divorced,tertiary,no,178,no,no,cellular,6,aug,174,2,-1,0,unknown,0
36568,46,management,divorced,secondary,yes,2,no,no,cellular,12,may,115,1,-1,0,unknown,0
19883,32,technician,married,tertiary,no,3939,no,no,cellular,8,aug,209,2,-1,0,unknown,0
3337,40,entrepreneur,married,primary,no,3676,yes,yes,unknown,15,may,101,1,-1,0,unknown,0
23568,60,retired,married,tertiary,no,486,no,no,cellular,28,aug,139,4,-1,0,unknown,0
11450,57,admin.,single,secondary,no,5768,yes,no,unknown,19,jun,512,1,-1,0,unknown,1
4771,39,blue-collar,married,primary,no,5,yes,no,unknown,21,may,167,1,-1,0,unknown,0
11823,49,management,divorced,tertiary,no,557,yes,no,unknown,20,jun,126,5,-1,0,unknown,0
6399,29,technician,single,secondary,no,156,yes,no,unknown,27,may,574,5,-1,0,unknown,0
42094,33,management,married,tertiary,no,3301,yes,no,cellular,2,nov,131,2,171,2,failure,0
37942,35,blue-collar,married,secondary,no,2432,yes,no,cellular,14,may,196,2,-1,0,unknown,0
38744,38,management,divorced,tertiary,no,4335,yes,no,cellular,18,may,157,7,179,1,failure,0
36748,28,admin.,married,secondary,no,-31,yes,no,cellular,12,may,369,1,-1,0,unknown,0
12967,58,blue-collar,married,primary,no,853,no,no,cellular,7,jul,317,3,-1,0,unknown,0
21397,31,management,single,tertiary,no,11821,no,no,cellular,18,aug,384,11,-1,0,unknown,1
754,37,admin.,single,secondary,no,569,yes,yes,unknown,6,may,126,2,-1,0,unknown,0
21018,32,technician,single,tertiary,no,1038,no,no,cellular,14,aug,128,4,-1,0,unknown,0
9407,54,services,single,secondary,no,492,no,no,unknown,6,jun,330,1,-1,0,unknown,0
9925,40,services,married,unknown,no,88,yes,no,unknown,9,jun,78,2,-1,0,unknown,0
43987,46,blue-collar,married,primary,no,67,no,no,unknown,24,jun,9,1,-1,0,unknown,0
41390,36,management,married,tertiary,no,1113,no,no,cellular,1,sep,212,1,-1,0,unknown,1
33920,58,management,divorced,tertiary,no,5701,no,no,cellular,30,apr,354,1,87,1,success,1
39125,27,technician,single,secondary,no,2293,yes,no,cellular,18,may,317,3,364,1,other,0
19860,31,technician,married,tertiary,no,311,no,yes,cellular,8,aug,385,2,-1,0,unknown,0
38432,29,management,single,tertiary,no,1388,yes,no,cellular,15,may,157,3,-1,0,unknown,0
23787,47,blue-collar,married,primary,no,961,no,no,cellular,29,aug,45,11,-1,0,unknown,0
33490,30,technician,single,secondary,no,8826,yes,no,cellular,20,apr,90,3,151,3,other,0
43751,30,technician,single,secondary,no,3144,no,no,cellular,19,may,212,2,-1,0,unknown,1
38490,41,blue-collar,divorced,secondary,no,2540,yes,no,cellular,15,may,82,2,366,1,failure,0
39275,24,technician,single,secondary,no,-73,yes,no,cellular,18,may,7,2,-1,0,unknown,0
7369,28,technician,married,secondary,no,1180,yes,no,unknown,29,may,637,3,-1,0,unknown,0
36718,36,technician,divorced,secondary,no,69,yes,no,cellular,12,may,61,2,369,3,failure,0
18769,49,management,married,tertiary,no,4374,yes,no,cellular,31,jul,68,3,-1,0,unknown,0
39939,49,management,married,tertiary,no,5887,no,no,cellular,2,jun,181,3,293,2,failure,1
11426,55,services,married,secondary,no,557,no,no,unknown,19,jun,58,1,-1,0,unknown,0
14355,32,technician,married,tertiary,no,240,yes,yes,cellular,14,jul,86,3,-1,0,unknown,0
7809,25,management,single,unknown,no,17,yes,no,unknown,30,may,65,2,-1,0,unknown,0
8295,30,unemployed,single,secondary,no,500,yes,no,unknown,2,jun,178,2,-1,0,unknown,0
22468,52,management,married,tertiary,no,0,no,no,cellular,22,aug,232,2,-1,0,unknown,0
16734,46,management,divorced,secondary,no,145,yes,no,cellular,24,jul,72,5,-1,0,unknown,0
2254,55,blue-collar,married,primary,no,0,yes,yes,unknown,12,may,467,5,-1,0,unknown,0
41970,40,admin.,married,tertiary,no,1108,no,no,cellular,26,oct,61,2,76,3,failure,0
39206,34,blue-collar,single,primary,no,4723,yes,no,cellular,18,may,350,3,-1,0,unknown,0
554,33,blue-collar,married,secondary,no,-10,yes,no,unknown,6,may,123,1,-1,0,unknown,0
43630,28,management,single,tertiary,no,437,no,no,cellular,5,may,338,1,-1,0,unknown,1
12064,40,retired,single,secondary,no,1400,no,no,unknown,20,jun,20,7,-1,0,unknown,0
20347,31,management,married,tertiary,no,3739,no,no,cellular,11,aug,117,3,-1,0,unknown,0
34073,34,management,single,tertiary,no,1228,no,no,cellular,30,apr,580,2,84,8,success,1
39664,27,management,single,tertiary,no,80,no,no,cellular,27,may,188,2,-1,0,unknown,0
11416,43,self-employed,married,tertiary,no,4324,yes,no,unknown,19,jun,105,1,-1,0,unknown,0
20512,30,management,single,tertiary,no,1038,no,no,cellular,12,aug,88,2,-1,0,unknown,0
23927,45,blue-collar,married,primary,no,121,no,no,cellular,29,aug,93,11,-1,0,unknown,0
7759,43,blue-collar,married,primary,no,6614,no,no,unknown,30,may,192,4,-1,0,unknown,0
24011,46,unemployed,married,secondary,no,46,no,no,telephone,29,aug,74,2,-1,0,unknown,0
6870,36,management,single,secondary,no,302,no,no,unknown,28,may,60,6,-1,0,unknown,0
33632,46,entrepreneur,married,secondary,no,131,yes,no,cellular,20,apr,69,2,-1,0,unknown,0
5041,33,management,single,tertiary,no,541,yes,yes,unknown,21,may,572,1,-1,0,unknown,0
36913,46,admin.,divorced,secondary,no,984,yes,no,cellular,12,may,181,4,369,5,failure,0
5882,34,technician,divorced,secondary,no,27,yes,no,unknown,26,may,133,3,-1,0,unknown,0
8735,44,blue-collar,married,primary,no,924,yes,no,unknown,4,jun,89,3,-1,0,unknown,0
5173,36,blue-collar,married,secondary,no,439,yes,no,unknown,21,may,260,5,-1,0,unknown,0
43991,57,unemployed,married,secondary,no,1350,no,no,cellular,25,jun,131,1,388,1,failure,0
17617,29,entrepreneur,single,tertiary,no,402,yes,yes,cellular,29,jul,345,5,-1,0,unknown,0
38455,52,blue-collar,married,primary,no,2396,yes,no,cellular,15,may,48,7,-1,0,unknown,0
21645,32,technician,married,secondary,no,266,yes,no,cellular,19,aug,168,2,-1,0,unknown,0
28053,51,unemployed,divorced,primary,no,2244,no,no,telephone,28,jan,360,2,-1,0,unknown,0
20834,30,technician,single,tertiary,no,0,yes,no,cellular,13,aug,150,4,-1,0,unknown,0
18063,46,admin.,divorced,tertiary,no,-363,no,yes,cellular,30,jul,96,11,-1,0,unknown,0
24294,48,blue-collar,married,primary,no,0,no,yes,cellular,17,nov,479,1,-1,0,unknown,0
1732,31,admin.,married,secondary,no,535,no,no,unknown,9,may,249,3,-1,0,unknown,0
26456,30,technician,single,secondary,no,4888,yes,no,cellular,20,nov,274,2,-1,0,unknown,0
15998,34,services,single,secondary,no,418,yes,no,cellular,22,jul,247,1,-1,0,unknown,0
19536,50,blue-collar,married,primary,no,4108,yes,no,cellular,7,aug,526,2,-1,0,unknown,1
12474,30,management,married,tertiary,no,49,yes,yes,unknown,1,jul,359,1,-1,0,unknown,0
27880,55,unemployed,married,secondary,no,512,no,no,cellular,28,jan,70,1,-1,0,unknown,0
